,ProviderId1,WindSpeed1,WindDirection1,Temperature1,Pressure1,Humidity1,PowerWOAvailability1,PowerMWh
2020-02-29 15:00:00,1,10.7,351.0,7.8,99926,78.07,50.0,49.852
2020-02-29 16:00:00,1,10.7,356.0,7.8,100102,80.45,50.0,49.832
2020-02-29 17:00:00,1,10.5,359.0,7.8,100274,82.83,50.0,49.871
2020-02-29 18:00:00,1,10.2,1.0,7.9,100441,85.2,50.0,49.867
2020-02-29 19:00:00,1,9.8,4.0,7.6,100601,84.62,50.0,49.861
2020-02-29 20:00:00,1,9.5,8.0,7.4,100701,84.04,50.0,49.265
2020-02-29 21:00:00,1,8.8,12.0,7.1,100801,83.45,50.0,45.083
2020-02-29 22:00:00,1,7.8,15.0,6.9,100849,82.09,42.902,44.762
2020-02-29 23:00:00,1,6.7,19.0,6.7,100898,80.73,37.996,22.686
2020-03-01 00:00:00,1,6.1,31.0,6.6,100876,80.02,28.928,14.108
2020-03-01 01:00:00,1,5.4,34.0,6.4,100892,79.27,16.781,8.288
2020-03-01 02:00:00,1,4.4,37.0,6.1,100908,78.52,6.317,5.171122379633018
2020-03-01 03:00:00,1,3.8,39.0,5.9,100923,77.77,4.822,4.99
2020-03-01 04:00:00,1,3.4,43.0,5.8,100918,78.03,2.79,3.588
2020-03-01 05:00:00,1,2.9,47.0,5.7,100864,78.3,2.0,0.647
2020-03-01 06:00:00,1,2.1,61.0,5.6,100806,78.57,0.869,0.04
2020-03-01 07:00:00,1,2.0,86.0,5.5,100767,78.93,1.635,0.002
2020-03-01 08:00:00,1,2.1,124.0,5.4,100723,79.29,2.779,0.0
2020-03-01 09:00:00,1,2.2,136.0,5.4,100740,79.66,3.247,0.2432
2020-03-01 10:00:00,1,2.0,143.0,6.3,100731,77.07,4.132,0.8483108649582389
2020-03-01 11:00:00,1,1.6,140.0,7.1,100722,74.48,4.037,1.344751198545214
2020-03-01 12:00:00,1,1.2,134.0,8.0,100714,71.89,2.855,0.7189333333333334
2020-03-01 13:00:00,1,1.2,85.0,8.6,100671,70.01,0.66,0.0
2020-03-01 14:00:00,1,1.3,36.0,9.1,100628,68.13,0.365,0.1724487546837117
2020-03-01 15:00:00,1,1.3,12.0,9.7,100586,66.26,0.414,0.0106666666666666
2020-03-01 16:00:00,1,1.5,14.0,9.5,100561,66.55,0.347,0.0
2020-03-01 17:00:00,1,1.5,30.0,9.4,100604,66.85,0.51,0.0
2020-03-01 18:00:00,1,1.2,43.0,9.3,100641,67.15,0.525,0.0
2020-03-01 19:00:00,1,1.1,49.0,8.7,100700,69.09,0.648,0.0
2020-03-01 20:00:00,1,1.3,109.0,8.2,100755,71.04,1.049,0.2345142857142857
2020-03-01 21:00:00,1,1.4,124.0,7.6,100754,72.99,1.741,0.9665880873801668
2020-03-01 22:00:00,1,1.9,138.0,7.4,100734,72.23,2.609,1.814
2020-03-01 23:00:00,1,2.2,148.0,7.1,100715,71.47,5.107,3.817
2020-03-02 00:00:00,1,2.1,167.0,7.1,100651,72.92,5.948,4.568
2020-03-02 01:00:00,1,2.5,172.0,6.9,100621,73.08,8.892,7.020999999999999
2020-03-02 02:00:00,1,3.0,183.0,6.6,100591,73.23,10.957,23.565
2020-03-02 03:00:00,1,3.7,193.0,6.4,100560,73.38,15.376,40.315
2020-03-02 04:00:00,1,4.4,195.0,6.3,100537,73.14,20.09,49.885
2020-03-02 05:00:00,1,4.7,194.0,6.2,100464,72.9,23.328,47.202
2020-03-02 06:00:00,1,5.2,196.0,6.2,100388,72.65,26.843,46.924
2020-03-02 07:00:00,1,5.3,193.0,6.4,100333,71.43,27.577,46.886
2020-03-02 08:00:00,1,5.6,194.0,6.7,100274,70.2,29.863,48.341
2020-03-02 09:00:00,1,6.0,194.0,7.0,100275,68.97,31.692,49.857
2020-03-02 10:00:00,1,6.2,196.0,8.8,100251,65.47,34.833,49.79
2020-03-02 11:00:00,1,6.3,196.0,10.7,100227,61.98,39.718,49.671
2020-03-02 12:00:00,1,6.5,199.0,12.5,100204,58.48,43.099,49.674
2020-03-02 13:00:00,1,6.7,207.0,13.5,100178,57.73,41.605,49.737
2020-03-02 14:00:00,1,7.3,212.0,14.6,100153,56.98,39.976,49.299
2020-03-02 15:00:00,1,7.8,219.0,15.7,100127,56.23,42.817,49.354
2020-03-02 16:00:00,1,7.5,218.0,15.3,100133,58.21,41.597,48.262
2020-03-02 17:00:00,1,6.8,220.0,14.9,100208,60.18,32.091,49.776
2020-03-02 18:00:00,1,6.5,219.0,14.5,100278,62.16,28.206,49.881
2020-03-02 19:00:00,1,7.1,218.0,14.0,100361,62.92,30.375,49.863
2020-03-02 20:00:00,1,7.7,214.0,13.5,100440,63.68,41.678,49.88
2020-03-02 21:00:00,1,8.3,212.0,13.0,100462,64.43,47.572,49.882
2020-03-02 22:00:00,1,8.3,212.0,12.8,100472,64.15,47.926,49.35
2020-03-02 23:00:00,1,8.4,211.0,12.7,100483,63.86,46.948,49.358
2020-03-03 00:00:00,1,9.1,209.0,12.0,100444,62.66,46.592,45.246
2020-03-03 01:00:00,1,8.9,205.0,12.0,100446,62.61,44.869,49.885
2020-03-03 02:00:00,1,9.0,203.0,11.9,100448,62.56,45.734,37.352
2020-03-03 03:00:00,1,8.4,197.0,11.8,100450,62.51,45.48,23.126
2020-03-03 04:00:00,1,8.0,191.0,11.8,100448,62.17,41.412,44.629
2020-03-03 05:00:00,1,7.5,187.0,11.6,100395,61.83,43.894,45.014
2020-03-03 06:00:00,1,6.9,185.0,11.5,100339,61.48,41.122,49.308
2020-03-03 07:00:00,1,6.9,181.0,11.6,100298,61.44,41.485,49.887
2020-03-03 08:00:00,1,6.8,182.0,11.6,100252,61.41,40.658,49.88
2020-03-03 09:00:00,1,6.9,181.0,11.7,100268,61.37,40.93,49.877
2020-03-03 10:00:00,1,6.7,180.0,13.3,100271,59.8,36.896,49.466
2020-03-03 11:00:00,1,6.3,182.0,14.8,100274,58.23,32.496,27.406
2020-03-03 12:00:00,1,6.1,184.0,16.4,100277,56.66,33.873,48.127
2020-03-03 13:00:00,1,6.0,191.0,17.4,100231,55.82,30.901,49.705
2020-03-03 14:00:00,1,5.9,198.0,18.4,100186,54.98,25.126,48.52
2020-03-03 15:00:00,1,6.2,208.0,19.4,100140,54.14,26.586,49.688
2020-03-03 16:00:00,1,6.4,210.0,19.2,100107,54.68,26.845,49.556
2020-03-03 17:00:00,1,6.0,212.0,18.9,100143,55.22,21.579,47.639
2020-03-03 18:00:00,1,5.7,216.0,18.7,100174,55.76,18.327,41.845
2020-03-03 19:00:00,1,5.4,207.0,17.6,100225,57.21,18.826,42.724
2020-03-03 20:00:00,1,4.9,194.0,16.5,100274,58.66,24.823,34.733
2020-03-03 21:00:00,1,4.1,185.0,15.4,100266,60.11,27.502,25.704
2020-03-03 22:00:00,1,3.8,186.0,14.6,100253,61.72,21.951,35.847
2020-03-03 23:00:00,1,4.6,192.0,13.8,100239,63.34,20.642,25.413000000000004
2020-03-04 00:00:00,1,5.7,198.0,13.5,100225,63.78,20.862,22.877
2020-03-04 01:00:00,1,5.4,192.0,13.1,100206,65.09,16.951,22.914
2020-03-04 02:00:00,1,4.9,185.0,12.7,100187,66.39,11.472,38.54
2020-03-04 03:00:00,1,4.6,181.0,12.3,100168,67.7,10.465,45.725
2020-03-04 04:00:00,1,4.6,175.0,12.0,100130,67.39,9.116,32.489
2020-03-04 05:00:00,1,4.7,174.0,11.7,100042,67.07,10.122,22.772
2020-03-04 06:00:00,1,4.6,172.0,11.4,99950,66.76,11.724,15.068
2020-03-04 07:00:00,1,4.5,179.0,11.3,99894,66.68,12.899,11.449
2020-03-04 08:00:00,1,4.2,202.0,11.3,99832,66.61,11.275,3.783
2020-03-04 09:00:00,1,4.4,210.0,11.2,99832,66.53,16.009,11.887
2020-03-04 10:00:00,1,4.1,208.0,12.4,99811,66.1,10.201,24.797
2020-03-04 11:00:00,1,3.6,184.0,13.7,99789,65.66,6.659,20.111
2020-03-04 12:00:00,1,3.2,188.0,14.9,99768,65.22,6.553,22.118
2020-03-04 13:00:00,1,3.0,194.0,15.6,99709,64.24,4.064,19.905
2020-03-04 14:00:00,1,2.9,201.0,16.3,99651,63.25,5.906,8.465
2020-03-04 15:00:00,1,2.5,214.0,17.0,99593,62.26,4.846,2.914
2020-03-04 16:00:00,1,2.3,120.0,16.8,99565,61.68,5.554,0.731
2020-03-04 17:00:00,1,2.6,132.0,16.5,99604,61.1,4.824,0.322
2020-03-04 18:00:00,1,2.4,123.0,16.3,99638,60.52,4.638,0.0
2020-03-04 19:00:00,1,2.4,119.0,15.4,99689,60.41,4.033,0.0
2020-03-04 20:00:00,1,2.2,126.0,14.5,99737,60.29,2.033,0.0
2020-03-04 21:00:00,1,2.1,130.0,13.7,99730,60.17,1.666,0.0071608709551379
2020-03-04 22:00:00,1,1.9,141.0,13.5,99717,61.87,1.825,0.0
2020-03-04 23:00:00,1,1.6,167.0,13.3,99704,63.57,2.696,0.5905338091184088
2020-03-05 00:00:00,1,4.3,220.0,13.8,99654,63.77,9.199,2.422585394033133
2020-03-05 01:00:00,1,4.9,218.0,13.6,99641,65.07,11.398,0.002041141763674
2020-03-05 02:00:00,1,4.6,189.0,13.4,99628,66.37,10.087,5.7
2020-03-05 03:00:00,1,3.8,188.0,13.2,99614,67.67,6.506,3.517
2020-03-05 04:00:00,1,4.1,188.0,13.1,99596,67.9,5.645,4.68
2020-03-05 05:00:00,1,4.4,190.0,12.9,99529,68.13,9.846,2.784
2020-03-05 06:00:00,1,5.6,190.0,12.7,99460,68.36,18.143,6.874532266931495
2020-03-05 07:00:00,1,5.8,185.0,12.4,99419,71.12,19.88,24.562
2020-03-05 08:00:00,1,5.5,192.0,12.1,99373,73.87,13.654,22.588
2020-03-05 09:00:00,1,4.8,200.0,11.8,99387,76.62,8.782,19.205
2020-03-05 10:00:00,1,4.4,205.0,12.2,99377,76.75,8.631,3.8490598911070775
2020-03-05 11:00:00,1,4.4,201.0,12.6,99367,76.89,9.025,13.9552
2020-03-05 12:00:00,1,4.0,199.0,12.9,99357,77.03,4.402,7.205936973434195
2020-03-05 13:00:00,1,3.8,210.0,13.0,99327,80.09,4.045,2.6118585929296465
2020-03-05 14:00:00,1,4.5,220.0,13.2,99297,83.16,5.341,2.458666666666667
2020-03-05 15:00:00,1,3.8,232.0,13.3,99267,86.22,8.69,1.0218666666666665
2020-03-05 16:00:00,1,3.7,225.0,13.1,99267,89.03,10.186,0.8160000000000001
2020-03-05 17:00:00,1,3.6,200.0,12.9,99335,91.84,11.216,3.115733333333333
2020-03-05 18:00:00,1,3.8,202.0,12.8,99398,94.65,8.051,9.056
2020-03-05 19:00:00,1,3.7,205.0,12.3,99484,93.81,9.988,15.481303984396767
2020-03-05 20:00:00,1,4.7,230.0,11.9,99567,92.96,13.118,24.13
2020-03-05 21:00:00,1,4.5,241.0,11.5,99593,92.12,9.29,6.093
2020-03-05 22:00:00,1,3.4,245.0,11.3,99600,91.47,7.079,18.303
2020-03-05 23:00:00,1,3.3,293.0,11.2,99608,90.81,7.769,13.655
2020-03-06 00:00:00,1,5.9,242.0,10.6,99523,88.84,6.715,15.042
2020-03-06 01:00:00,1,5.8,246.0,10.4,99557,88.56,7.309,16.666
2020-03-06 02:00:00,1,5.8,240.0,10.2,99590,88.28,12.082,17.438
2020-03-06 03:00:00,1,5.6,229.0,10.0,99624,88.0,15.096,15.012
2020-03-06 04:00:00,1,5.4,228.0,9.8,99653,89.71,13.255,6.498999999999999
2020-03-06 05:00:00,1,5.1,230.0,9.5,99632,91.43,14.116,5.016
2020-03-06 06:00:00,1,3.8,247.0,9.3,99607,93.14,5.779,3.985
2020-03-06 07:00:00,1,3.8,257.0,9.4,99592,91.39,8.461,0.597
2020-03-06 08:00:00,1,3.7,249.0,9.6,99572,89.64,5.755,0.3913029450250049
2020-03-06 09:00:00,1,3.8,240.0,9.7,99615,87.89,3.516,3.879903507144183
2020-03-06 10:00:00,1,3.5,211.0,10.5,99642,84.98,4.02,8.074258664780457
2020-03-06 11:00:00,1,3.9,205.0,11.2,99670,82.08,10.146,10.711
2020-03-06 12:00:00,1,4.4,205.0,12.0,99697,79.17,11.428,7.875
2020-03-06 13:00:00,1,4.7,212.0,12.7,99674,77.29,13.374,2.749
2020-03-06 14:00:00,1,4.6,220.0,13.4,99651,75.4,14.672,3.686299350188391
2020-03-06 15:00:00,1,4.9,226.0,14.1,99628,73.52,19.634,6.24273849931393
2020-03-06 16:00:00,1,4.8,218.0,13.9,99635,73.8,14.25,13.475687466209289
2020-03-06 17:00:00,1,4.8,207.0,13.7,99710,74.08,17.415,29.72860407504849
2020-03-06 18:00:00,1,5.0,201.0,13.5,99779,74.35,16.386,29.610666666666667
2020-03-06 19:00:00,1,5.3,195.0,12.8,99878,73.68,14.243,34.33706666666667
2020-03-06 20:00:00,1,5.2,195.0,12.1,99974,73.01,11.333,33.79626666666667
2020-03-06 21:00:00,1,5.4,197.0,11.4,100013,72.35,16.457,31.160533333333333
2020-03-06 22:00:00,1,5.5,198.0,11.5,100022,71.15,16.221,27.60533333333333
2020-03-06 23:00:00,1,5.7,199.0,11.6,100030,69.95,20.125,42.064
2020-03-07 00:00:00,1,7.0,204.0,10.7,100057,69.61,32.406,53.144533333333335
2020-03-07 01:00:00,1,6.8,202.0,10.6,100063,70.45,30.481,53.216
2020-03-07 02:00:00,1,7.1,202.0,10.4,100070,71.29,32.028,53.1968
2020-03-07 03:00:00,1,7.1,198.0,10.3,100077,72.13,28.293,52.50026666666668
2020-03-07 04:00:00,1,7.1,193.0,10.4,100068,72.01,30.779,52.57706666666666
2020-03-07 05:00:00,1,7.1,190.0,10.5,100009,71.89,34.981,51.95733333333333
2020-03-07 06:00:00,1,7.1,187.0,10.6,99949,71.78,38.278,51.038933333333325
2020-03-07 07:00:00,1,7.1,191.0,10.8,99923,70.93,39.115,52.0256
2020-03-07 08:00:00,1,7.1,193.0,11.1,99893,70.08,41.984,50.1696
2020-03-07 09:00:00,1,7.4,194.0,11.5,99922,69.24,40.226,47.038933333333325
2020-03-07 10:00:00,1,7.2,194.0,12.7,99937,66.7,41.908,34.448
2020-03-07 11:00:00,1,7.3,194.0,13.8,99951,64.17,41.698,37.55626666666667
2020-03-07 12:00:00,1,7.4,195.0,15.0,99966,61.63,44.203,23.28853333333333
2020-03-07 13:00:00,1,7.1,201.0,15.8,99950,60.13,42.863,16.2272
2020-03-07 14:00:00,1,6.5,207.0,16.7,99934,58.62,40.899,25.0752
2020-03-07 15:00:00,1,6.2,212.0,17.5,99919,57.12,35.403,37.90382022471911
2020-03-07 16:00:00,1,6.2,210.0,17.4,99925,58.65,33.696,30.96014780807345
2020-03-07 17:00:00,1,6.4,208.0,17.3,99997,60.18,34.164,35.86346666666667
2020-03-07 18:00:00,1,6.7,207.0,17.3,100065,61.71,30.764,41.536
2020-03-07 19:00:00,1,7.1,201.0,16.7,100147,62.96,30.183,39.3056
2020-03-07 20:00:00,1,7.2,195.0,16.1,100226,64.2,30.696,22.833066666666664
2020-03-07 21:00:00,1,7.0,189.0,15.5,100250,65.44,30.177,22.34026666666667
2020-03-07 22:00:00,1,6.3,181.0,15.0,100260,64.55,32.64,28.685866666666666
2020-03-07 23:00:00,1,6.2,175.0,14.5,100271,63.66,34.76,43.3568
2020-03-08 00:00:00,1,5.6,160.0,14.5,100252,62.48,9.968,49.9616
2020-03-08 01:00:00,1,5.8,164.0,14.3,100265,62.74,9.639,53.18933333333333
2020-03-08 02:00:00,1,6.1,168.0,14.1,100278,63.01,8.904,46.35306666666667
2020-03-08 03:00:00,1,6.6,174.0,13.9,100290,63.27,6.516,42.74666666666667
2020-03-08 04:00:00,1,6.5,160.0,13.8,100300,61.24,9.599,47.9648
2020-03-08 05:00:00,1,6.5,166.0,13.7,100261,59.21,9.315,49.973333333333336
2020-03-08 06:00:00,1,6.3,168.0,13.6,100219,57.18,12.984,51.18826666666666
2020-03-08 07:00:00,1,6.2,167.0,13.7,100193,58.55,19.298,52.22186666666666
2020-03-08 08:00:00,1,5.6,179.0,13.8,100162,59.93,17.861,51.03466666666666
2020-03-08 09:00:00,1,5.7,174.0,13.9,100190,61.3,20.115,52.401066666666665
2020-03-08 10:00:00,1,5.5,179.0,14.9,100213,61.09,19.181,43.08586666666667
2020-03-08 11:00:00,1,5.1,179.0,15.9,100236,60.87,19.619,37.81973333333334
2020-03-08 12:00:00,1,4.8,189.0,16.9,100260,60.66,21.977,11.077333333333334
2020-03-08 13:00:00,1,4.6,189.0,17.7,100239,60.27,16.994,11.690666666666669
2020-03-08 14:00:00,1,4.4,185.0,18.4,100218,59.87,12.646,16.551466666666666
2020-03-08 15:00:00,1,4.3,194.0,19.2,100198,59.48,10.49,34.88746666666667
2020-03-08 16:00:00,1,4.2,210.0,18.8,100194,60.57,9.099,11.557697456492637
2020-03-08 17:00:00,1,3.8,198.0,18.5,100257,61.66,9.115,17.847466666666666
2020-03-08 18:00:00,1,3.5,195.0,18.2,100315,62.75,6.094,21.7344
2020-03-08 19:00:00,1,3.5,186.0,17.3,100389,63.57,5.486,16.603733333333334
2020-03-08 20:00:00,1,3.7,168.0,16.6,100460,64.4,6.277,16.93866666666667
2020-03-08 21:00:00,1,3.3,163.0,15.8,100476,65.22,6.143,20.1792
2020-03-08 22:00:00,1,2.9,148.0,15.3,100461,65.32,5.027,14.885333333333334
2020-03-08 23:00:00,1,2.6,143.0,14.8,100446,65.42,6.582,3.595733333333333
2020-03-09 00:00:00,1,1.5,123.0,14.7,100318,63.6,3.332,0.1536
2020-03-09 01:00:00,1,1.5,119.0,14.2,100273,65.25,4.295,0.5269333333333334
2020-03-09 02:00:00,1,1.6,155.0,13.7,100227,66.89,3.288,0.6442666666666667
2020-03-09 03:00:00,1,1.9,156.0,13.2,100182,68.54,4.283,0.0
2020-03-09 04:00:00,1,2.2,137.0,13.1,100145,68.62,4.032,0.0
2020-03-09 05:00:00,1,1.9,162.0,12.9,100059,68.7,3.079,0.0842666666666666
2020-03-09 06:00:00,1,2.0,194.0,12.7,99970,68.78,1.84,0.7893333333333333
2020-03-09 07:00:00,1,2.0,194.0,12.8,99888,69.23,1.52,1.1733333333333331
2020-03-09 08:00:00,1,1.8,190.0,12.9,99802,69.68,1.785,1.7468639675505149
2020-03-09 09:00:00,1,1.6,175.0,13.1,99774,70.13,1.656,5.739691544052474
2020-03-09 10:00:00,1,1.4,176.0,14.1,99710,69.28,1.376,4.602958128993182
2020-03-09 11:00:00,1,1.5,263.0,15.2,99646,68.44,0.656,1.1347597334268675
2020-03-09 12:00:00,1,1.6,312.0,16.2,99581,67.59,0.987,1.5432358438910183
2020-03-09 13:00:00,1,2.3,347.0,16.5,99495,66.35,1.832,5.363199999999999
2020-03-09 14:00:00,1,2.7,3.0,16.7,99408,65.11,2.529,6.211013767209012
2020-03-09 15:00:00,1,3.0,7.0,16.9,99322,63.87,2.996,7.998135632719647
2020-03-09 16:00:00,1,3.1,5.0,16.4,99228,63.79,3.247,14.729079754601226
2020-03-09 17:00:00,1,3.6,6.0,15.9,99197,63.7,3.839,25.7984
2020-03-09 18:00:00,1,4.1,0.0,15.4,99160,63.62,6.362,27.076266666666665
2020-03-09 19:00:00,1,4.7,1.0,14.5,99179,65.52,6.647,32.4544
2020-03-09 20:00:00,1,5.3,6.0,13.6,99196,67.43,6.687,35.6576
2020-03-09 21:00:00,1,6.2,11.0,12.8,99160,69.33,9.266,33.827200000000005
2020-03-09 22:00:00,1,5.3,14.0,12.3,99163,70.96,8.65,31.4976
2020-03-09 23:00:00,1,4.6,1.0,11.7,99165,72.58,5.158,25.9232
2020-03-10 00:00:00,1,6.3,55.0,11.7,98922,71.99,11.691,32.605866666666664
2020-03-10 01:00:00,1,6.1,73.0,11.5,98950,76.82,4.962,27.815466666666666
2020-03-10 02:00:00,1,7.5,178.0,11.3,98978,81.64,14.412,34.1344
2020-03-10 03:00:00,1,7.3,196.0,11.2,99006,86.47,13.735,14.222750310974138
2020-03-10 04:00:00,1,6.9,196.0,11.0,99014,85.91,19.696,10.701042654028436
2020-03-10 05:00:00,1,6.7,198.0,10.8,99019,85.35,27.684,10.667654412445597
2020-03-10 06:00:00,1,7.4,220.0,10.6,99020,84.78,36.683,17.279999999999998
2020-03-10 07:00:00,1,7.7,207.0,10.6,99026,86.16,38.867,10.88
2020-03-10 08:00:00,1,7.8,199.0,10.7,99094,87.53,42.394,12.373333333333331
2020-03-10 09:00:00,1,8.0,194.0,10.7,99161,88.9,48.441,10.390859891761876
2020-03-10 10:00:00,1,8.0,195.0,11.1,99232,88.62,46.361,0.0161459111974884
2020-03-10 11:00:00,1,8.0,200.0,11.5,99303,88.33,47.537,0.1183999999999999
2020-03-10 12:00:00,1,8.1,208.0,11.9,99374,88.05,50.0,6.8064
2020-03-10 13:00:00,1,9.1,216.0,12.2,99423,88.45,50.0,17.050666666666668
2020-03-10 14:00:00,1,9.8,234.0,12.5,99472,88.85,49.973,15.109333333333334
2020-03-10 15:00:00,1,9.4,234.0,12.9,99521,89.24,46.806,13.742933333333337
2020-03-10 16:00:00,1,9.4,235.0,12.8,99667,88.51,41.885,13.5712
2020-03-10 17:00:00,1,8.2,239.0,12.7,99809,87.77,27.462,12.6272
2020-03-10 18:00:00,1,7.6,238.0,12.7,99947,87.03,18.131,23.58826666666667
2020-03-10 19:00:00,1,7.1,233.0,12.4,100092,88.34,17.459,40.93546666666667
2020-03-10 20:00:00,1,6.4,224.0,12.1,100179,89.64,16.675,33.84746666666666
2020-03-10 21:00:00,1,6.3,216.0,11.8,100266,90.95,18.478,31.984
2020-03-10 22:00:00,1,6.5,212.0,11.4,100311,91.48,18.392,28.0096
2020-03-10 23:00:00,1,6.4,207.0,11.0,100356,92.01,18.874,18.826666666666664
2020-03-11 00:00:00,1,6.2,216.0,10.6,100485,90.11,11.619,22.064
2020-03-11 01:00:00,1,6.2,213.0,10.3,100510,88.39,11.462,16.535466666666668
2020-03-11 02:00:00,1,5.9,212.0,10.1,100535,86.68,10.015,13.962666666666667
2020-03-11 03:00:00,1,5.9,210.0,9.8,100560,84.96,10.202,10.5568
2020-03-11 04:00:00,1,5.7,207.0,9.7,100579,85.11,9.378,10.654933333333334
2020-03-11 05:00:00,1,5.6,196.0,9.5,100547,85.26,8.736,17.319466666666663
2020-03-11 06:00:00,1,5.4,193.0,9.3,100512,85.4,7.818,10.770133333333334
2020-03-11 07:00:00,1,4.9,191.0,9.4,100504,84.25,5.963,12.299733333333334
2020-03-11 08:00:00,1,4.5,185.0,9.4,100490,83.1,4.874,10.359988873435324
2020-03-11 09:00:00,1,4.2,186.0,9.5,100541,81.95,4.261,12.180571428571428
2020-03-11 10:00:00,1,3.6,195.0,10.8,100546,80.32,2.965,6.152
2020-03-11 11:00:00,1,3.6,199.0,12.1,100552,78.69,2.783,1.336
2020-03-11 12:00:00,1,3.4,207.0,13.4,100558,77.06,2.426,0.4102857142857142
2020-03-11 13:00:00,1,3.0,213.0,14.0,100530,75.96,1.732,0.0217142857142857
2020-03-11 14:00:00,1,2.7,252.0,14.5,100502,74.86,1.424,0.0341602077752101
2020-03-11 15:00:00,1,2.3,277.0,15.1,100473,73.75,0.846,0.0452447129909365
2020-03-11 16:00:00,1,2.4,295.0,14.7,100481,74.16,0.997,0.0034285714285714
2020-03-11 17:00:00,1,2.3,284.0,14.3,100573,74.57,0.879,0.302697780307342
2020-03-11 18:00:00,1,2.0,280.0,14.0,100661,74.98,0.525,0.0224
2020-03-11 19:00:00,1,2.1,237.0,13.6,100765,75.01,0.613,0.0063999999999999
2020-03-11 20:00:00,1,2.2,193.0,13.3,100866,75.05,0.749,0.6005333333333333
2020-03-11 21:00:00,1,2.1,163.0,12.9,100892,75.09,0.672,0.2869333333333334
2020-03-11 22:00:00,1,2.0,161.0,12.8,100907,75.24,0.586,0.3776
2020-03-11 23:00:00,1,2.0,163.0,12.7,100922,75.39,0.594,1.2106666666666666
2020-03-12 00:00:00,1,1.5,316.0,10.8,100705,77.92,1.561,1.376
2020-03-12 01:00:00,1,2.2,311.0,10.4,100720,78.48,2.925,2.3381333333333334
2020-03-12 02:00:00,1,2.3,351.0,10.1,100735,79.04,2.478,1.560533333333333
2020-03-12 03:00:00,1,2.6,353.0,9.7,100749,79.6,5.325,0.5087999999999999
2020-03-12 04:00:00,1,2.2,2.0,9.5,100757,79.97,6.123,2.3530666666666664
2020-03-12 05:00:00,1,2.1,7.0,9.3,100715,80.34,4.464,3.608533333333333
2020-03-12 06:00:00,1,1.9,358.0,9.1,100670,80.71,4.027,2.3946666666666667
2020-03-12 07:00:00,1,2.0,359.0,9.3,100636,79.99,3.467,4.701866666666668
2020-03-12 08:00:00,1,2.0,0.0,9.4,100598,79.28,2.352,2.8839722636839418
2020-03-12 09:00:00,1,2.4,8.0,9.6,100620,78.56,2.089,2.4457142857142857
2020-03-12 10:00:00,1,3.0,10.0,10.5,100625,76.02,3.997,4.1657142857142855
2020-03-12 11:00:00,1,3.6,11.0,11.4,100629,73.47,7.379,7.192
2020-03-12 12:00:00,1,4.2,14.0,12.3,100634,70.93,11.632,9.845714285714283
2020-03-12 13:00:00,1,4.9,10.0,12.8,100582,70.14,15.17,12.461714285714285
2020-03-12 14:00:00,1,5.5,6.0,13.3,100531,69.35,20.717,18.65942857142857
2020-03-12 15:00:00,1,5.9,3.0,13.7,100479,68.56,23.138,23.148571428571422
2020-03-12 16:00:00,1,6.4,8.0,13.4,100449,69.12,26.294,29.01942857142857
2020-03-12 17:00:00,1,7.1,13.0,13.0,100486,69.67,21.587,35.363852153272305
2020-03-12 18:00:00,1,7.5,18.0,12.7,100519,70.22,21.47,40.00213333333333
2020-03-12 19:00:00,1,7.5,22.0,12.1,100573,72.99,27.371,44.122666666666674
2020-03-12 20:00:00,1,7.5,26.0,11.6,100624,75.76,29.013,29.0496
2020-03-12 21:00:00,1,7.2,32.0,11.0,100618,78.52,31.973,28.1696
2020-03-12 22:00:00,1,6.4,35.0,10.5,100595,79.68,25.803,24.9984
2020-03-12 23:00:00,1,5.6,34.0,10.0,100571,80.84,23.687,32.525866666666666
2020-03-13 00:00:00,1,8.1,32.0,9.3,100471,80.56,33.294,24.1056
2020-03-13 01:00:00,1,7.8,35.0,9.0,100435,80.95,31.248,20.730666666666668
2020-03-13 02:00:00,1,7.4,38.0,8.8,100399,81.34,25.843,24.25173333333333
2020-03-13 03:00:00,1,6.7,41.0,8.5,100363,81.73,17.47,15.637333333333334
2020-03-13 04:00:00,1,6.4,38.0,8.4,100319,81.61,15.911,13.9072
2020-03-13 05:00:00,1,6.0,38.0,8.2,100226,81.5,16.806,21.483733333333333
2020-03-13 06:00:00,1,5.7,36.0,8.1,100131,81.39,12.417,20.9632
2020-03-13 07:00:00,1,5.4,42.0,8.2,100065,80.84,10.384,17.666133333333335
2020-03-13 08:00:00,1,5.1,43.0,8.2,99995,80.28,6.49,21.44
2020-03-13 09:00:00,1,5.4,42.0,8.3,99984,79.73,7.515,27.953066666666665
2020-03-13 10:00:00,1,6.0,35.0,9.3,99960,78.12,16.617,30.384
2020-03-13 11:00:00,1,6.3,29.0,10.4,99937,76.5,20.219,27.5936
2020-03-13 12:00:00,1,6.3,23.0,11.4,99913,74.89,25.21,25.68
2020-03-13 13:00:00,1,6.8,19.0,12.3,99847,72.26,28.192,32.3488
2020-03-13 14:00:00,1,7.3,15.0,13.1,99781,69.64,27.886,41.546666666666674
2020-03-13 15:00:00,1,7.6,12.0,14.0,99716,67.01,29.587,43.92426666666667
2020-03-13 16:00:00,1,7.5,16.0,13.7,99688,67.6,30.996,38.05653333333333
2020-03-13 17:00:00,1,7.3,19.0,13.5,99728,68.18,27.412,35.82613333333334
